"id","sex","sterilized","birth_date","flagged_deceased_date","region","environ","origin","size","breed1","breed2","purebred","owner_breed","reg_breed","regseq_breed","geno_wgs","geno_axiom","geno_lowpass","other_population","owner_label","responses","response_rate","mutt","cand","conf","consensus_breed"
8945,"male","yes",2009-04-20,NA,"South (South Atlantic)",NA,"other",2,"australian shepherd",NA,"yes","australian shepherd","australian shepherd","australian shepherd",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"australian shepherd"
8946,"female","yes",2013-10-31,NA,"South (South Atlantic)","urban","rescue",1,"american cocker spaniel",NA,"no","american cocker spaniel",NA,"american cocker spaniel",FALSE,FALSE,TRUE,NA,NA,118,1,FALSE,TRUE,TRUE,"american cocker spaniel"
8947,"female","yes",2015-01-01,NA,"West (Mountain)","urban","shelter",2,"jack russell terrier",NA,NA,"jack russell terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"jack russell terrier"
8948,"female","yes",2005-01-01,NA,NA,NA,"rescue",2,"chow chow","english setter",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,8,0.0677966101694915,TRUE,FALSE,FALSE,NA
8949,"female","yes",2015-07-15,NA,NA,NA,"rescue",3,"australian shepherd","jack russell terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,8,0.0677966101694915,TRUE,FALSE,FALSE,NA
8950,"female","yes",2013-10-01,NA,"South (South Atlantic)","urban",NA,NA,"american cocker spaniel",NA,NA,"american cocker spaniel",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"american cocker spaniel"
8951,"female","yes",2013-07-01,NA,NA,NA,"breeder",NA,"australian shepherd",NA,NA,"australian shepherd",NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,FALSE,TRUE,FALSE,"australian shepherd"
8952,"female","yes",2005-01-01,NA,NA,NA,"rescue",3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8953,"female","yes",2011-01-01,NA,NA,NA,"shelter",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8954,"female","yes",2013-01-01,NA,NA,NA,"rescue",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8955,"male","yes",2009-08-01,NA,NA,NA,"rescue",3,"labrador retriever","german shorthaired pointer",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,TRUE,FALSE,FALSE,NA
8956,"male","yes",1998-07-15,NA,"Midwest (East North Central)","suburban","other",3,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,TRUE,NA,NA,118,1,FALSE,TRUE,TRUE,"labrador retriever"
8957,"male","yes",2016-01-01,NA,"Midwest (West North Central)","urban","shelter",NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8958,"female","yes",2009-01-01,NA,NA,NA,"shelter",1,"american eskimo dog","cairn terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8959,"female","no",2016-05-01,NA,NA,NA,"shelter",NA,"golden retriever","australian shepherd",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8960,"male","yes",2013-01-01,NA,NA,NA,"shelter",3,"labrador retriever",NA,NA,"labrador retriever",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"labrador retriever"
8961,"female","yes",2013-01-02,NA,NA,NA,"breeder",1,"welsh terrier",NA,"yes","welsh terrier","welsh terrier","welsh terrier",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"welsh terrier"
8962,"female","yes",2013-01-01,NA,NA,NA,"rescue",1,"dachshund","chihuahua",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8963,"male","yes",2006-08-25,NA,NA,NA,"breeder",3,"labradoodle",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,"named crossbreed","labradoodle",118,1,TRUE,FALSE,FALSE,NA
8964,"female","yes",2015-11-30,NA,NA,NA,"rescue",NA,"formosan mountain dog",NA,"no","formosan mountain dog",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"formosan mountain dog"
8965,"female","yes",2009-05-09,NA,"Midwest (East North Central)","suburban","rescue",2,"golden retriever",NA,NA,"golden retriever",NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,FALSE,TRUE,FALSE,"golden retriever"
8966,"female","yes",2006-01-01,NA,NA,NA,"rescue",2,"border collie",NA,NA,"border collie",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"border collie"
8967,"female","yes",2011-01-01,NA,NA,NA,NA,2,"siberian husky","labrador retriever",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,17,0.144067796610169,TRUE,FALSE,FALSE,NA
8968,"female","yes",2007-05-25,NA,"Midwest (East North Central)","rural","rescue",2,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8969,"female","yes",2007-05-28,NA,"Midwest (East North Central)","rural","breeder",2,"golden retriever",NA,"yes","golden retriever","golden retriever","golden retriever",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"golden retriever"
8970,"female","yes",2003-05-01,NA,"South (West South Central)","urban","rescue",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,TRUE,FALSE,FALSE,NA
8971,"female","yes",2004-01-01,NA,NA,NA,"other",NA,"border collie",NA,NA,"border collie",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"border collie"
8972,"male","yes",2011-07-19,NA,"South (West South Central)","urban","rescue",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,112,0.949152542372881,TRUE,FALSE,FALSE,NA
8973,"male","yes",2015-01-01,NA,NA,NA,NA,NA,"plott","boxer",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
8974,"female","yes",2009-01-01,NA,NA,NA,"shelter",3,"australian shepherd","whippet",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,114,0.966101694915254,TRUE,FALSE,FALSE,NA
8975,"female","yes",2011-03-08,NA,NA,NA,"rescue",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
8976,"female","yes",1999-09-07,NA,"West (Mountain)","urban","shelter",3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8977,"female","yes",2013-03-09,NA,NA,NA,"breeder",1,"miniature schnauzer",NA,"yes","miniature schnauzer","miniature schnauzer","miniature schnauzer",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"miniature schnauzer"
8978,"female","yes",2009-01-01,NA,NA,NA,"rescue",2,"rhodesian ridgeback","american pit bull terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8979,"female","yes",2007-03-15,NA,"West (Pacific)","urban","other",3,"golden retriever",NA,NA,"golden retriever",NA,NA,FALSE,FALSE,FALSE,NA,NA,113,0.957627118644068,FALSE,TRUE,FALSE,"golden retriever"
8980,"male","yes",2015-01-01,NA,"South (South Atlantic)","suburban","other",1,NA,NA,NA,NA,NA,"american pit bull terrier",FALSE,FALSE,TRUE,NA,NA,110,0.932203389830508,FALSE,TRUE,TRUE,"american pit bull terrier"
8981,"male","yes",2010-01-01,NA,"South (South Atlantic)","suburban","other",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8982,"female","yes",2009-03-21,NA,"South (South Atlantic)","suburban","other",2,NA,NA,NA,NA,NA,"american pit bull terrier",FALSE,FALSE,TRUE,NA,NA,116,0.983050847457627,FALSE,TRUE,TRUE,"american pit bull terrier"
8983,"male","yes",2014-06-05,NA,"Midwest (East North Central)","urban","breeder",1,"scottish terrier",NA,NA,"scottish terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,115,0.974576271186441,FALSE,TRUE,FALSE,"scottish terrier"
8984,"male","yes",2011-07-17,NA,"West (Pacific)","urban","shelter",2,"american staffordshire terrier",NA,NA,"american staffordshire terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"american staffordshire terrier"
8985,"female","no",2014-02-24,NA,NA,NA,"breeder",NA,"bouvier des flandres",NA,NA,"bouvier des flandres",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"bouvier des flandres"
8986,"female","yes",2010-01-01,NA,NA,NA,"rescue",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8987,"female","yes",2013-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
8988,"male","yes",2003-09-07,NA,NA,NA,"breeder",3,"american pit bull terrier",NA,"yes","american pit bull terrier","american pit bull terrier","american pit bull terrier",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"american pit bull terrier"
8989,"female","yes",2005-05-01,NA,"South (South Atlantic)","urban","other",2,"american pit bull terrier",NA,NA,"american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"american pit bull terrier"
8990,"female","yes",2014-09-07,NA,NA,NA,"shelter",2,"american pit bull terrier",NA,NA,"american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,FALSE,TRUE,FALSE,"american pit bull terrier"
8991,"male","yes",2015-03-09,NA,"South (South Atlantic)","urban","rescue",2,"labrador retriever",NA,NA,"labrador retriever",NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8992,"male","yes",2013-09-07,NA,NA,NA,"rescue",2,"american staffordshire terrier",NA,NA,"american staffordshire terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,48,0.406779661016949,FALSE,TRUE,FALSE,"american staffordshire terrier"
8993,"female","yes",2010-01-06,NA,NA,NA,"breeder",1,"toy poodle",NA,"yes","toy poodle","toy poodle","toy poodle",FALSE,FALSE,FALSE,NA,NA,114,0.966101694915254,FALSE,TRUE,TRUE,"toy poodle"
8994,"female","yes",2006-09-07,NA,NA,NA,"shelter",2,"dutch shepherd","labrador retriever",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,112,0.949152542372881,TRUE,FALSE,FALSE,NA
8995,"male","yes",2011-01-01,NA,NA,NA,"other",1,"brussels griffon",NA,"yes","brussels griffon","brussels griffon","brussels griffon",FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,FALSE,TRUE,TRUE,"brussels griffon"
8996,"female","yes",2010-01-01,NA,"Northeast (Mid-Atlantic)","urban","rescue",1,"american pit bull terrier","jack russell terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8997,"male","yes",2011-11-11,NA,"West (Pacific)","urban","rescue",3,"american staffordshire terrier",NA,NA,"american staffordshire terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,114,0.966101694915254,FALSE,TRUE,FALSE,"american staffordshire terrier"
8998,"female","yes",2006-09-07,NA,"West (Pacific)","urban","rescue",2,"american staffordshire terrier","american pit bull terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
8999,"male","yes",2011-09-07,NA,"South (East South Central)","suburban","other",3,"chow chow","rottweiler",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
9000,"male","no",2016-01-01,NA,"South (South Atlantic)","urban","other",NA,"rhodesian ridgeback",NA,NA,"rhodesian ridgeback",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"rhodesian ridgeback"
9001,"female","yes",2015-05-10,NA,"South (South Atlantic)","urban","other",2,"australian cattle dog",NA,NA,"australian cattle dog",NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,FALSE,TRUE,FALSE,"australian cattle dog"
9002,"male","yes",2011-09-07,NA,"West (Pacific)","urban","rescue",2,"labrador retriever","chow chow",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9003,"male","yes",2015-12-07,NA,"West (Mountain)","rural","breeder",NA,"golden retriever",NA,"yes","golden retriever","golden retriever","golden retriever",FALSE,FALSE,TRUE,NA,NA,118,1,FALSE,TRUE,TRUE,"golden retriever"
9004,"male","yes",2005-01-01,NA,"South (South Atlantic)","urban","rescue",2,"german shepherd dog","american pit bull terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9005,"female","yes",2011-01-01,NA,NA,NA,"shelter",NA,"dachshund","lhasa apso",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,97,0.822033898305085,TRUE,FALSE,FALSE,NA
9006,"male","yes",2012-09-07,NA,"West (Pacific)","urban","shelter",3,"labrador retriever","weimaraner",NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9007,"male","yes",2009-09-15,NA,"Midwest (East North Central)","urban","shelter",2,"american staffordshire terrier",NA,NA,"american staffordshire terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,FALSE,TRUE,FALSE,"american staffordshire terrier"
9008,"male","yes",2008-01-01,NA,"South (South Atlantic)","urban","shelter",2,"labrador retriever","manchester terrier",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9009,"male","yes",2009-04-01,NA,"Midwest (East North Central)","urban","breeder",1,"bichon frise",NA,"yes","bichon frise","bichon frise","bichon frise",FALSE,FALSE,TRUE,NA,NA,118,1,FALSE,TRUE,TRUE,"bichon frise"
9010,"male","no",2013-01-01,NA,NA,NA,"breeder",3,"irish water spaniel",NA,"yes","irish water spaniel","irish water spaniel","irish water spaniel",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"irish water spaniel"
9011,"male","yes",2010-09-07,NA,NA,NA,"shelter",3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9012,"female","yes",2000-03-09,NA,"South (South Atlantic)","urban","breeder",2,"belgian malinois",NA,"yes","belgian malinois","belgian malinois","belgian malinois",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"belgian malinois"
9013,"female","yes",2004-01-01,NA,NA,NA,"other",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
9014,"female","yes",2012-01-01,NA,NA,NA,"rescue",2,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9015,"male","no",2013-01-01,NA,"West (Pacific)","urban","breeder",0,"dachshund",NA,"yes","dachshund","dachshund","dachshund",FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,FALSE,TRUE,TRUE,"dachshund"
9016,"female","yes",2016-03-01,NA,NA,NA,NA,NA,"american pit bull terrier",NA,NA,"american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"american pit bull terrier"
9017,"female","yes",2009-05-01,NA,NA,NA,"rescue",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9018,"female","yes",2003-10-07,NA,NA,NA,"breeder",1,"bichon frise",NA,"yes","bichon frise","bichon frise","bichon frise",FALSE,FALSE,FALSE,NA,NA,38,0.322033898305085,FALSE,TRUE,TRUE,"bichon frise"
9019,"male","yes",2003-09-07,NA,NA,NA,"rescue",NA,"border collie","chow chow",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA
9020,"male","no",2008-09-07,NA,"Northeast (Mid-Atlantic)","suburban","rescue",3,"greyhound","whippet",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,TRUE,FALSE,FALSE,NA
9021,"female","yes",2011-09-07,NA,NA,NA,"other",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,68,0.576271186440678,TRUE,FALSE,FALSE,NA
9022,"male","yes",2010-09-07,NA,"Northeast (Mid-Atlantic)","suburban","rescue",2,"whippet",NA,NA,"whippet",NA,NA,FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,FALSE,TRUE,FALSE,"whippet"
9023,"female","yes",2005-02-17,NA,"West (Mountain)","urban","breeder",1,"pembroke welsh corgi",NA,"yes","pembroke welsh corgi","pembroke welsh corgi","pembroke welsh corgi",FALSE,TRUE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"pembroke welsh corgi"
9024,"male","yes",2013-05-21,NA,NA,NA,"breeder",3,"giant schnauzer",NA,"yes","giant schnauzer","giant schnauzer","giant schnauzer",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"giant schnauzer"
9025,"male","yes",2011-10-30,NA,"West (Mountain)","rural","rescue",2,"bichon frise","chow chow",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9026,"male","yes",2013-01-01,NA,NA,NA,"rescue",3,"great dane","great pyrenees",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9027,"male","yes",2015-01-01,NA,NA,NA,"rescue",3,"treeing walker coonhound",NA,NA,"treeing walker coonhound",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"treeing walker coonhound"
9028,"male","yes",2012-12-01,NA,NA,NA,"other",4,"akita",NA,NA,"akita",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"akita"
9029,"female","yes",NA,NA,"West (Mountain)","rural","shelter",NA,"golden retriever","labrador retriever",NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9030,"male","yes",2014-01-01,NA,"Midwest (East North Central)","urban","rescue",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,115,0.974576271186441,TRUE,FALSE,FALSE,NA
9031,"female","yes",2004-11-01,NA,NA,NA,"rescue",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9032,"female","yes",2010-01-01,NA,NA,NA,"rescue",3,"labrador retriever","german shepherd dog",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,8,0.0677966101694915,TRUE,FALSE,FALSE,NA
9033,"male","yes",2010-08-15,NA,NA,NA,"rescue",3,"greyhound",NA,"yes","greyhound","greyhound","greyhound",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"greyhound"
9034,"female","yes",2011-09-07,NA,"Northeast (Mid-Atlantic)","urban","shelter",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9035,"female","yes",2009-03-14,NA,NA,NA,"breeder",NA,"yorkshire terrier",NA,NA,"yorkshire terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"yorkshire terrier"
9036,"female","yes",2015-11-15,NA,"South (East South Central)","urban","rescue",NA,"labrador retriever",NA,NA,"labrador retriever",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"labrador retriever"
9037,"male","yes",2006-01-01,NA,"Northeast (New England)","urban","shelter",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,112,0.949152542372881,TRUE,FALSE,FALSE,NA
9038,"female","yes",2004-01-01,NA,"Northeast (Mid-Atlantic)","urban","rescue",3,NA,NA,NA,NA,NA,"siberian husky",FALSE,TRUE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"siberian husky"
9039,"male","yes",2011-09-07,NA,NA,NA,"shelter",3,"alaskan malamute","plott",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9040,"female","yes",2013-09-07,NA,NA,NA,"shelter",2,"mountain cur",NA,NA,"mountain cur",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"mountain cur"
9041,"male","yes",2006-04-01,NA,"West (Pacific)","urban","shelter",4,"collie","golden retriever",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9042,"male","yes",NA,NA,NA,NA,"rescue",NA,"beagle",NA,NA,"beagle",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"beagle"
9043,"female","yes",2009-11-02,NA,NA,NA,"breeder",NA,"cavalier king charles spaniel",NA,"yes","cavalier king charles spaniel","cavalier king charles spaniel","cavalier king charles spaniel",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"cavalier king charles spaniel"
9044,"female","yes",2010-08-01,NA,NA,NA,"other",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9045,"male","yes",2014-12-01,NA,"West (Mountain)","suburban","shelter",3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9046,"male","yes",2014-01-01,NA,"West (Mountain)","suburban","shelter",2,"american pit bull terrier","mastiff",NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9047,"female","yes",2007-04-22,NA,NA,NA,"breeder",1,"boston terrier",NA,"yes","boston terrier","boston terrier","boston terrier",FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,FALSE,TRUE,TRUE,"boston terrier"
9048,"female","yes",NA,NA,"West (Pacific)","urban","shelter",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,108,0.915254237288136,TRUE,FALSE,FALSE,NA
9049,"female","yes",2009-01-01,NA,NA,NA,NA,NA,"american staffordshire terrier",NA,"no","american staffordshire terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"american staffordshire terrier"
9050,"male","yes",2009-01-01,NA,NA,NA,NA,NA,"american pit bull terrier",NA,"yes","american pit bull terrier","american pit bull terrier","american pit bull terrier",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"american pit bull terrier"
9051,"male","yes",2012-01-01,NA,NA,NA,"shelter",NA,"american pit bull terrier",NA,NA,"american pit bull terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"american pit bull terrier"
9052,"female","yes",2009-01-01,NA,NA,NA,"shelter",NA,"american staffordshire terrier",NA,NA,"american staffordshire terrier",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,"american staffordshire terrier"
9053,"female","yes",2006-06-15,NA,NA,NA,"breeder",2,"border collie",NA,"yes","border collie","border collie","border collie",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"border collie"
9054,"female","no",2012-09-08,NA,NA,NA,"breeder",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9055,"female","yes",2012-08-01,NA,"West (Pacific)","urban","shelter",2,NA,NA,"no",NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
9056,"male","yes",2015-09-01,NA,NA,NA,"rescue",1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9057,"male","yes",2006-04-08,NA,"Midwest (East North Central)","urban","rescue",1,"shih tzu",NA,NA,"shih tzu",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"shih tzu"
9058,"male","yes",2006-04-08,NA,"Midwest (East North Central)","urban","rescue",1,"shih tzu",NA,NA,"shih tzu",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"shih tzu"
9059,"male","yes",2011-07-04,NA,NA,NA,"breeder",2,"basset hound",NA,"yes","basset hound","basset hound","basset hound",FALSE,FALSE,FALSE,NA,NA,116,0.983050847457627,FALSE,TRUE,TRUE,"basset hound"
9060,"male","no",2006-01-01,NA,NA,NA,"breeder",2,"brittany",NA,"yes","brittany","brittany","brittany",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"brittany"
9061,"male","yes",2011-01-01,NA,NA,NA,"breeder",NA,"bedlington terrier",NA,"yes","bedlington terrier","bedlington terrier","bedlington terrier",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"bedlington terrier"
9062,"female","yes",2007-11-17,NA,NA,NA,"breeder",2,"labrador retriever",NA,"yes","labrador retriever","labrador retriever","labrador retriever",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"labrador retriever"
9063,"female","yes",2010-04-14,NA,NA,NA,"breeder",2,"portuguese water dog",NA,"yes","portuguese water dog","portuguese water dog","portuguese water dog",FALSE,FALSE,FALSE,NA,NA,111,0.940677966101695,FALSE,TRUE,TRUE,"portuguese water dog"
9064,"female","yes",2008-01-01,NA,"Northeast (New England)","suburban","rescue",2,"border collie",NA,NA,"border collie",NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,FALSE,"border collie"
9065,"female","yes",2012-12-15,NA,"Northeast (Mid-Atlantic)","suburban","rescue",3,"pointer","beagle",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
9066,"female","yes",2011-12-27,NA,"Northeast (Mid-Atlantic)","suburban","rescue",3,"labrador retriever","pointer",NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,118,1,TRUE,FALSE,FALSE,NA
9067,"male","yes",2006-09-09,NA,NA,NA,"other",3,"newfoundland",NA,"yes","newfoundland","newfoundland","newfoundland",FALSE,FALSE,FALSE,NA,NA,118,1,FALSE,TRUE,TRUE,"newfoundland"
9068,"male","yes",2004-06-04,NA,NA,NA,"other",NA,"miniature pinscher",NA,"yes","miniature pinscher","miniature pinscher","miniature pinscher",FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,TRUE,"miniature pinscher"
9069,"male","yes",2012-02-08,NA,"South (South Atlantic)","suburban","shelter",2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,117,0.991525423728814,TRUE,FALSE,FALSE,NA
